delta,omega,lambda,pathogen,proba_trans_before_mut,sensitivity,specificity,ppv,f1_score,fdr,R
0,0.5,0.20092782615905697,SARS-CoV-2 (Omicron),0.6950556994421696,0.299799295777258,0.9877559594365736,0.16743883416438854,0.2148713529630727,0.8325611658356115,1.7
0,0.51,0.19314252640211935,SARS-CoV-2 (Omicron),0.6950556994421696,0.2897015089637796,0.9878508530874578,0.1744206452437409,0.21774407303537013,0.8255793547562591,1.7
0,0.52,0.18565072781343067,SARS-CoV-2 (Omicron),0.6950556994421696,0.27958957522697914,0.9879490081091066,0.18166531572125533,0.22023280165794956,0.8183346842787447,1.7
0,0.53,0.1784360345147452,SARS-CoV-2 (Omicron),0.6950556994421696,0.26947623424771094,0.9880505406145395,0.1891848105435326,0.22230276977344515,0.8108151894564675,1.7
0,0.54,0.17148325332787334,SARS-CoV-2 (Omicron),0.6950556994421696,0.25937518371428964,0.9881555685963443,0.1969916826080329,0.22391964727149324,0.8030083173919671,1.7
0,0.55,0.16477828528114657,SARS-CoV-2 (Omicron),0.6950556994421696,0.24930105786112886,0.9882642114727178,0.20509909556704495,0.2250501946597926,0.794900904432955,1.7
0,0.56,0.15830802866617671,SARS-CoV-2 (Omicron),0.6950556994421696,0.2392693888205843,0.9883765895383929,0.2135208457820753,0.22566300404231956,0.7864791542179247,1.7
0,0.5700000000000001,0.15206029223412737,SARS-CoV-2 (Omicron),0.6950556994421696,0.2292965488403907,0.9884928233088323,0.22227138295829246,0.22572931968534407,0.7777286170417075,1.7
0,0.58,0.14602371731439107,SARS-CoV-2 (Omicron),0.6950556994421696,0.21939967167263255,0.9886130327455791,0.23136582888340412,0.22522392166511845,0.7686341711165958,1.7
0,0.59,0.1401877078028225,SARS-CoV-2 (Omicron),0.6950556994421696,0.20959655182491319,0.9887373363504074,0.24081999356985992,0.22412604856023194,0.75918000643014,1.7
0,0.6,0.1345423671063978,SARS-CoV-2 (Omicron),0.6950556994421696,0.19990552089055874,0.9888658501159765,0.25065038794990285,0.22242032733961217,0.7493496120500971,1.7
0,0.61,0.1290784412503576,SARS-CoV-2 (Omicron),0.6950556994421696,0.19034530084506152,0.9889986863211746,0.26087423209534727,0.2200976711594231,0.7391257679046528,1.7
0,0.62,0.12378726745585697,SARS-CoV-2 (Omicron),0.6950556994421696,0.18093483500325572,0.9891359521603421,0.27150945772293184,0.21715609954506435,0.7284905422770682,1.7
0,0.63,0.11866072758359641,SARS-CoV-2 (Omicron),0.6950556994421696,0.17169309825627954,0.9892777481972133,0.2825747034956079,0.21360143133591084,0.7174252965043921,1.7
0,0.64,0.1136912059141189,SARS-CoV-2 (Omicron),0.6950556994421696,0.1626388892159443,0.9894241666368455,0.2940893013330857,0.20944779975858127,0.7059106986669144,1.7
0,0.65,0.1088715508002948,SARS-CoV-2 (Omicron),0.6950556994421696,0.1537906079393368,0.9895752894121379,0.30607325159292087,0.20471794188968234,0.6939267484070791,1.7
0,0.66,0.10419503978355144,SARS-CoV-2 (Omicron),0.6950556994421696,0.1451660239281898,0.9897311860859003,0.31854718456659314,0.1994432221033955,0.6814528154334069,1.7
0,0.67,0.09965534781394023,SARS-CoV-2 (Omicron),0.6950556994421696,0.13678204002575042,0.9898919115749395,0.3315323052416702,0.1936633609611111,0.6684676947583298,1.7
0,0.6799999999999999,0.09524651825627761,SARS-CoV-2 (Omicron),0.6950556994421696,0.12865445859373872,0.9900575037093309,0.3450503176977261,0.18742585691677502,0.6549496823022739,1.7
0,0.69,0.09096293640126052,SARS-CoV-2 (Omicron),0.6950556994421696,0.12079775687010402,0.9902279806479886,0.3591233248139968,0.18078510710567003,0.6408766751860032,1.7
0,0.7,0.08679930523243322,SARS-CoV-2 (Omicron),0.6950556994421696,0.11322487862056019,0.9904033381807845,0.37377369815201406,0.17380125373377894,0.6262263018479859,1.7
0,0.71,0.08275062322781494,SARS-CoV-2 (Omicron),0.6950556994421696,0.10594704905609204,0.9905835469576598,0.3890239119144522,0.1665388021906443,0.6109760880855478,1.7
0,0.72,0.07881216399946102,SARS-CoV-2 (Omicron),0.6950556994421696,0.09897361947170381,0.990768549696192,0.40489633374607764,0.15906507385786334,0.5951036662539224,1.7
0,0.73,0.07497945759568433,SARS-CoV-2 (Omicron),0.6950556994421696,0.09231194717463825,0.9909582584305598,0.4214129638034926,0.15144856876520743,0.5785870361965074,1.7
0,0.74,0.07124827330952317,SARS-CoV-2 (Omicron),0.6950556994421696,0.0859673150507028,0.9911525518762749,0.4385951119414525,0.14375731934964905,0.5614048880585475,1.7
0,0.75,0.06761460385364436,SARS-CoV-2 (Omicron),0.6950556994421696,0.07994289363287321,0.9913512729957908,0.45646300100286,0.13605731592973755,0.5435369989971399,1.7
0,0.76,0.06407465077652015,SARS-CoV-2 (Omicron),0.6950556994421696,0.07423974688017036,0.9915542268593763,0.4750352820078871,0.12841107729513482,0.5249647179921129,1.7
0,0.77,0.06062481100765493,SARS-CoV-2 (Omicron),0.6950556994421696,0.06885688115728873,0.9917611789025634,0.49432844445739466,0.12087642701101936,0.5056715555426053,1.7
0,0.78,0.0572616644310969,SARS-CoV-2 (Omicron),0.6950556994421696,0.06379133524419783,0.9919718536851222,0.5143561019293583,0.1135055192616021,0.4856438980706417,1.7
0,0.79,0.05398196239662173,SARS-CoV-2 (Omicron),0.6950556994421696,0.05903830771354111,0.9921859342559233,0.5351281295754884,0.10634413927584768,0.4648718704245116,1.7
0,0.8,0.05078261708699527,SARS-CoV-2 (Omicron),0.6950556994421696,0.0545913167916964,0.9924030622223862,0.5566496259263137,0.09943128461190794,0.44335037407368627,1.7
0,0.81,0.047660691667741395,SARS-CoV-2 (Omicron),0.6950556994421696,0.05044238694424477,0.9926228386118059,0.5789196664788462,0.09279901661477477,0.4210803335211538,1.7
0,0.8200000000000001,0.04461339115298419,SARS-CoV-2 (Omicron),0.6950556994421696,0.04658225594919505,0.9928448255943296,0.6019298107456498,0.08647255755935895,0.3980701892543502,1.7
0,0.8300000000000001,0.041638053927307,SARS-CoV-2 (Omicron),0.6950556994421696,0.04300059616555988,0.9930685491137374,0.6256623176407795,0.08047059916552035,0.3743376823592205,1.7
